,ID,Label,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent,Equivalent,Equivalent,Disjoint Classes,Individual,Property Assertions,Super Property,Domain,Range,Characteristic
1260,http://purl.org/pan-science/PaNET/PaNET01260,resonant elastic x-ray scattering,REXS,,,,owl:Class,resonant x-ray scattering,elastic scattering,resonant scattering,,,,,,,,,,,,,,
1261,http://purl.org/pan-science/PaNET/PaNET01261,x-ray refraction imaging,x-ray refraction radiography,,,,owl:Class,x-ray probe,refraction technique,imaging,phase contrast imaging,x-ray imaging,,,,,,,,,,,,
1262,http://purl.org/pan-science/PaNET/PaNET01262,x-ray refraction tomography,,,,,owl:Class,x-ray probe,propagation phase contrast tomography,x-ray tomography,x-ray refraction imaging,,,,,,,,,,,,,
1263,http://purl.org/pan-science/PaNET/PaNET01263,time dependent scattering,time resolved scattering,,,,owl:Class,time dependent study,scattering technique,,,,,,,,,,,,,,,
1264,http://purl.org/pan-science/PaNET/PaNET01264,time dependent diffraction,time resolved diffraction,,,,owl:Class,time dependent scattering,diffraction,,,,,,,,,,,,,,,
1265,http://purl.org/pan-science/PaNET/PaNET01265,time dependent absorption,time resolved absorption,,,,owl:Class,time dependent study,absorption technique,,,,,,,,,,,,,,,
1266,http://purl.org/pan-science/PaNET/PaNET01266,x-ray holography,,,,,owl:Class,holography,x-ray probe,,,,,,,,,,,,,,,
1267,http://purl.org/pan-science/PaNET/PaNET01267,ion imaging,,,,,owl:Class,ion emission technique,photon technique,versus emission momentum,,,,,,,,,,,,,,
1268,http://purl.org/pan-science/PaNET/PaNET01268,mass spectrometry,,,,https://en.wikipedia.org/wiki/Mass_spectrometry,owl:Class,versus emission mass technique,,,,,,,,,,,,,,,,
1269,http://purl.org/pan-science/PaNET/PaNET01269,photoelectron emission,,,,https://en.wikipedia.org/wiki/Photoelectric_effect,owl:Class,photon technique,electron emission technique,,,,,,,,,,,,,,,
1270,http://purl.org/pan-science/PaNET/PaNET01270,nuclear resonant scattering,,,,,owl:Class,nuclear resonance,resonant scattering,,,,,,,,,,,,,,,
1271,http://purl.org/pan-science/PaNET/PaNET01271,microfocus x-ray scattering,,,,,owl:Class,x-ray scattering,microfocussed probe technique,,,,,,,,,,,,,,,
1272,http://purl.org/pan-science/PaNET/PaNET01272,nanofocus x-ray scattering,,,,,owl:Class,microfocus x-ray scattering,nanofocussed probe,,,,,,,,,,,,,,,
1273,http://purl.org/pan-science/PaNET/PaNET01273,small angle inelastic scattering,,,,,owl:Class,inelastic scattering,small angle scattering,,,,,,,,,,,,,,,
1274,http://purl.org/pan-science/PaNET/PaNET01274,anomalous small angle x-ray scattering,ASAXS,,,,owl:Class,resonant x-ray scattering,small angle scattering,x-ray probe,small angle x-ray scattering,resonant elastic x-ray scattering,,,,,,,,,,,,
1275,http://purl.org/pan-science/PaNET/PaNET01275,anomalous solution x-ray scattering,ASAX,,,,owl:Class,anomalous small angle x-ray scattering,,,,,,,,,,,,,,,,
1276,http://purl.org/pan-science/PaNET/PaNET01276,grazing incidence small angle neutron scattering,GISANS,,,https://en.wikipedia.org/wiki/Grazing-incidence_small-angle_scattering,owl:Class,grazing incidence small angle scattering,small angle neutron scattering,,,,,,,,,,,,,,,
1277,http://purl.org/pan-science/PaNET/PaNET01277,time of flight small angle neutron scattering,,,,,owl:Class,small angle neutron scattering,time of flight technique,neutron time of flight technique,,,,,,,,,,,,,,
1278,http://purl.org/pan-science/PaNET/PaNET01278,very small angle neutron scattering,VSANS,,,,owl:Class,small angle neutron scattering,ultra small angle scattering,ultra small angle neutron scattering,,,,,,,,,,,,,,
1279,http://purl.org/pan-science/PaNET/PaNET01279,diffuse small angle scattering,,,,,owl:Class,small angle scattering,diffuse scattering,,,,,,,,,,,,,,,
1280,http://purl.org/pan-science/PaNET/PaNET01280,diffuse small angle x-ray scattering,,,,,owl:Class,diffuse small angle scattering,x-ray probe,small angle x-ray scattering,,,,,,,,,,,,,,
1281,http://purl.org/pan-science/PaNET/PaNET01281,inelastic x-ray small angle scattering,,,,,owl:Class,small angle x-ray scattering,inelastic x-ray scattering,small angle inelastic scattering,inelastic small angle scattering,,,,,,,,,,,,,
1282,http://purl.org/pan-science/PaNET/PaNET01282,soft x-ray small angle scattering,,,,,owl:Class,small angle x-ray scattering,soft x-ray probe,,,,,,,,,,,,,,,
1283,http://purl.org/pan-science/PaNET/PaNET01283,soft x-ray diffraction,,,,,owl:Class,soft x-ray probe,diffraction,x-ray diffraction,,,,,,,,,,,,,,
1284,http://purl.org/pan-science/PaNET/PaNET01284,x-ray photoelectron diffraction,,,,,owl:Class,photoelectron diffraction,x-ray probe,x-ray photoelectron emission,,,,,,,,,,,,,,
1285,http://purl.org/pan-science/PaNET/PaNET01285,x-ray imaging,,,,https://en.wikipedia.org/wiki/Radiography,owl:Class,imaging,x-ray probe,,,,,,,,,,,,,,,
1286,http://purl.org/pan-science/PaNET/PaNET01286,micro small angle x-ray scattering tomography,micro SAXS tomography,,,,owl:Class,microtomography,small angle x-ray scattering,x-ray microtomography,,,,,,,,,,,,,,
1287,http://purl.org/pan-science/PaNET/PaNET01287,micro grazing incidence small angle x-ray scattering tomography,micro GISAXS tomography,,,,owl:Class,micro small angle x-ray scattering tomography,grazing incidence small angle x-ray scattering,,,,,,,,,,,,,,,
1288,http://purl.org/pan-science/PaNET/PaNET01288,scanning x-ray fluorescence,,,,,owl:Class,x-ray fluorescence,scanning probe imaging,fluorescence imaging,,,,,,,,,,,,,,
1289,http://purl.org/pan-science/PaNET/PaNET01289,soft x-ray imaging,,,,,owl:Class,x-ray imaging,x-ray probe,soft x-ray probe,,,,,,,,,,,,,,
1290,http://purl.org/pan-science/PaNET/PaNET01290,x-ray diffraction imaging,,,,,owl:Class,diffraction imaging,x-ray probe,x-ray diffraction,x-ray imaging,,,,,,,,,,,,,
1291,http://purl.org/pan-science/PaNET/PaNET01291,scanning angle resolved photoemission spectromicroscopy,,,,,owl:Class,angle resolved photoemission spectroscopy,scanning probe microscopy,scanning photoelectron microscopy,,,,,,,,,,,,,,
1292,http://purl.org/pan-science/PaNET/PaNET01292,nano angle resolved photoemission spectroscopy,nano ARPES,,,,owl:Class,scanning angle resolved photoemission spectromicroscopy,nanofocussed probe,,,,,,,,,,,,,,,
1293,http://purl.org/pan-science/PaNET/PaNET01293,scanning photoelectron microscopy,,,,,owl:Class,photoemission electron microscopy,scanning probe technique,,,,,,,,,,,,,,,
1294,http://purl.org/pan-science/PaNET/PaNET01294,x-ray photoemission electron microscopy,,,,,owl:Class,photoemission electron microscopy,x-ray probe,x-ray microscopy,x-ray photoelectron emission,,,,,,,,,,,,,
1295,http://purl.org/pan-science/PaNET/PaNET01295,x-ray scanning microscopy,scanning x-ray microscopy,,,,owl:Class,x-ray microscopy,scanning probe technique,,,,,,,,,,,,,,,
1296,http://purl.org/pan-science/PaNET/PaNET01296,high resolution core-level photoemission spectroscopy,,,,,owl:Class,high resolution photoelectron spectroscopy,atomic core excitation,,,,,,,,,,,,,,,
1297,http://purl.org/pan-science/PaNET/PaNET01297,high resolution x-ray photoelectron spectroscopy,HR-XPS,,,,owl:Class,x-ray photoelectron spectroscopy,high resolution photoelectron spectroscopy,,,,,,,,,,,,,,,
1298,http://purl.org/pan-science/PaNET/PaNET01298,elastic neutron scattering spectroscopy,resolution elastic neutron scattering,RENS,,,owl:Class,elastic scattering,neutron technique,spectroscopy,dynamics technique,neutron scattering,,,,,,,,,,,,
1299,http://purl.org/pan-science/PaNET/PaNET01299,high resolution inelastic neutron scattering,,,,,owl:Class,inelastic neutron spectroscopy,high energy resolution emission technique,,,,,,,,,,,,,,,
1300,http://purl.org/pan-science/PaNET/PaNET01300,x-ray linear dichroism,,,,,owl:Class,linear dichroism,x-ray probe,x-ray absorption,,,,,,,,,,,,,,
1301,http://purl.org/pan-science/PaNET/PaNET01301,x-ray magnetochiral dichroism,XMChiD,,,,owl:Class,magnetochiral dichroism,x-ray probe,,,,,,,,,,,,,,,
1302,http://purl.org/pan-science/PaNET/PaNET01302,x-ray natural circular dichroism,XNCD,,,,owl:Class,natural circular dichroism,x-ray probe,,,,,,,,,,,,,,,
1303,http://purl.org/pan-science/PaNET/PaNET01303,x-ray natural linear dichroism,XNLD,,,,owl:Class,natural linear dichroism,x-ray probe,x-ray linear dichroism,,,,,,,,,,,,,,
1304,http://purl.org/pan-science/PaNET/PaNET01304,fragment screening,crystallographic fragment screening,,,https://en.wikipedia.org/wiki/Fragment-based_lead_discovery,owl:Class,macromolecular crystallography,drug fragment binding technique,,,,,,,,,,,,,,,
1305,http://purl.org/pan-science/PaNET/PaNET01305,long wavelength crystallography,,,,,owl:Class,macromolecular crystallography,tender x-ray probe,,,,,,,,,,,,,,,
1306,http://purl.org/pan-science/PaNET/PaNET01306,microfocus macromolecular crystallography,microfocus MX,,,,owl:Class,macromolecular crystallography,microfocus x-ray scattering,,,,,,,,,,,,,,,
1307,http://purl.org/pan-science/PaNET/PaNET01307,nanofocus macromolecular crystallography,nanofocus MX,,,,owl:Class,macromolecular crystallography,nanofocus x-ray scattering,microfocus macromolecular crystallography,,,,,,,,,,,,,,
1308,http://purl.org/pan-science/PaNET/PaNET01308,molecular replacement,MR,,,https://en.wikipedia.org/wiki/Molecular_replacement,owl:Class,macromolecular crystallography,,,,,,,,,,,,,,,,
1309,http://purl.org/pan-science/PaNET/PaNET01309,time resolved serial femtosecond crystallography,TR-SFX,,,,owl:Class,serial femtosecond crystallography,time dependent diffraction,time resolved serial synchrotron crystallography,,,,,,,,,,,,,,
1310,http://purl.org/pan-science/PaNET/PaNET01310,fixed target serial synchrotron crystallography,FT-SSX,,,,owl:Class,serial synchrotron crystallography,,,,,,,,,,,,,,,,
1311,http://purl.org/pan-science/PaNET/PaNET01311,lipidic cubic phase serial synchrotron crystallography,LCP-SSX,,,,owl:Class,serial synchrotron crystallography,macromolecular crystallography,,,,,,,,,,,,,,,
1312,http://purl.org/pan-science/PaNET/PaNET01312,time resolved serial synchrotron crystallography,TR-SSX,,,,owl:Class,serial synchrotron crystallography,time dependent diffraction,,,,,,,,,,,,,,,
1313,http://purl.org/pan-science/PaNET/PaNET01313,magnetic x-ray tomography,,,,,owl:Class,magnetism technique,x-ray tomography,,,,,,,,,,,,,,,
1314,http://purl.org/pan-science/PaNET/PaNET01314,correlative light x-ray microscopy,CLXM,,,,owl:Class,x-ray microscopy,optical microscopy,,,,,,,,,,,,,,,
1315,http://purl.org/pan-science/PaNET/PaNET01315,cryo x-ray microscopy,,,,,owl:Class,x-ray microscopy,,,,,,,,,,,,,,,,
1316,http://purl.org/pan-science/PaNET/PaNET01316,grazing incidence wide angle x-ray scattering,GIWAXS,,,,owl:Class,wide angle x-ray scattering,grazing incidence diffraction,grazing incidence x-ray diffraction,,,,,,,,,,,,,,
1317,http://purl.org/pan-science/PaNET/PaNET01317,high resolution angle resolved photoemission spectroscopy,HR-ARPES,,,,owl:Class,angle resolved photoemission spectroscopy,high resolution photoelectron spectroscopy,,,,,,,,,,,,,,,
1318,http://purl.org/pan-science/PaNET/PaNET01318,atomic force microscopy,AFM,,,https://en.wikipedia.org/wiki/Atomic_force_microscopy,owl:Class,solid probe technique,force measurement technique,scanning probe technique,microscopy,,,,,,,,,,,,,
1319,http://purl.org/pan-science/PaNET/PaNET01319,atomic force microscope infrared spectroscopy,AFM-IR,,,https://en.wikipedia.org/wiki/AFM-IR,owl:Class,atomic force microscopy,infrared spectroscopy,infrared microspectroscopy,,,,,,,,,,,,,,
1320,http://purl.org/pan-science/PaNET/PaNET01320,fourier transform infrared spectroscopy,FTIR,,,https://en.wikipedia.org/wiki/Fourier-transform_infrared_spectroscopy,owl:Class,infrared spectroscopy,interferometry technique,,,,,,,,,,,,,,,
1321,http://purl.org/pan-science/PaNET/PaNET01321,energy dispersive extended x-ray absorption fine structure,EDE,ED-EXAFS,,,owl:Class,energy dispersive x-ray spectroscopy,extended x-ray absorption fine structure,,,,,,,,,,,,,,,
1322,http://purl.org/pan-science/PaNET/PaNET01322,microfocus x-ray absorption spectroscopy,,,,,owl:Class,microfocussed probe technique,x-ray absorption spectroscopy,microfocus spectroscopy,,,,,,,,,,,,,,
1323,http://purl.org/pan-science/PaNET/PaNET01323,radiotherapy,radiation therapy,,,https://en.wikipedia.org/wiki/Radiation_therapy,owl:Class,therapeutic technique,,,,,,,,,,,,,,,,
1324,http://purl.org/pan-science/PaNET/PaNET01324,surface crystallography,obtain surface atomic structure,,,,owl:Class,atomic structure technique,,,,,,,,,,,,,,,,
1325,http://purl.org/pan-science/PaNET/PaNET01325,borrmann effect,,,,https://en.wikipedia.org/wiki/Borrmann_effect,owl:Class,x-ray standing wave,single crystal diffraction,dynamical diffraction,x-ray single crystal diffraction,,,,,,,,,,,,,
1326,http://purl.org/pan-science/PaNET/PaNET01326,birefringence,,,,,owl:Class,refraction technique,versus photon linear polarization,,,,,,,,,,,,,,,
1327,http://purl.org/pan-science/PaNET/PaNET01327,x-ray birefringence imaging ,XBI,,,https://en.wikipedia.org/wiki/X-ray_birefringence_imaging,owl:Class,birefringence,x-ray linear dichroism,imaging,x-ray refraction imaging,,,,,,,,,,,,,
1328,http://purl.org/pan-science/PaNET/PaNET01328,divergent beam diffraction,,,,,owl:Class,diffraction,,,,,,,,,,,,,,,,
1329,http://purl.org/pan-science/PaNET/PaNET01329,kossel lines,,,,,owl:Class,divergent beam diffraction,x-ray fluorescence,,,,,,,,,,,,,,,
1330,http://purl.org/pan-science/PaNET/PaNET01330,diffuse multiple scattering,,,,,owl:Class,divergent beam diffraction,diffuse scattering,,,,,,,,,,,,,,,
1331,http://purl.org/pan-science/PaNET/PaNET01331,MHz x-ray microscopy,,,X-ray microscopy that operates on time scales less than one microsecond with femtosecond illumination,https://doi.org/10.1364/OPTICA.6.001106,owl:Class,x-ray microscopy,hard x-ray probe,versus time ultrafast,pulsed probe technique,single shot technique,,,,,,,,,,,,
1332,http://purl.org/pan-science/PaNET/PaNET01332,x-ray propagation phase contrast tomography,,,,,owl:Class,propagation phase contrast tomography,x-ray probe,,,,,,,,,,,,,,,
1333,http://purl.org/pan-science/PaNET/PaNET01333,x-ray propagation phase contrast microtomography,PPC-SrμCT,,,,owl:Class,x-ray propagation phase contrast tomography,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2000000,http://purl.org/pan-science/PaNET/PaNET2000000,photon and neutron related concepts,,,,,,,,,,,,,,,,,,,,,,
2001000,http://purl.org/pan-science/PaNET/PaNET2001000,probe concept,,,Types of experimental probes,,owl:Class,photon and neutron related concepts,,,,,,,,,,,,,,,,
2002000,http://purl.org/pan-science/PaNET/PaNET2002000,purpose concept,,,Types of purposes,,owl:Class,photon and neutron related concepts,,,,,,,,,,,,,,,,
2003000,http://purl.org/pan-science/PaNET/PaNET2003000,process concept,,,Types of experimental physical processes,,owl:Class,photon and neutron related concepts,,,,,,,,,,,,,,,,
2004000,http://purl.org/pan-science/PaNET/PaNET2004000,functional dependence concept,,,Types of functional dependences,,owl:Class,photon and neutron related concepts,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2011000,http://purl.org/pan-science/PaNET/PaNET2011000,photon concept,,,Photon probes,,owl:Class,probe concept,,,,,,,,,,,,,,,,
2011001,http://purl.org/pan-science/PaNET/PaNET2011001,neutron concept,,,Neutron probes,,owl:Class,probe concept,,,,,,,,,,,,,,,,
2011002,http://purl.org/pan-science/PaNET/PaNET2011002,muon concept,,,Muon probes,,owl:Class,probe concept,,,,,,,,,,,,,,,,
2011003,http://purl.org/pan-science/PaNET/PaNET2011003,solid probe concept,,,Solid probes,,owl:Class,probe concept,,,,,,,,,,,,,,,,
2011004,http://purl.org/pan-science/PaNET/PaNET2011004,scanning probe concept,,,Scanning probes,,owl:Class,probe concept,,,,,,,,,,,,,,,,
2011005,http://purl.org/pan-science/PaNET/PaNET2011005,pulsed probe concept,,,Pulsed probes,,owl:Class,probe concept,,,,,,,,,,,,,,,,
2011006,http://purl.org/pan-science/PaNET/PaNET2011006,microfocussed probe concept,,,Microfocussed probes,,owl:Class,probe concept,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2012000,http://purl.org/pan-science/PaNET/PaNET2012000,scattering concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012001,http://purl.org/pan-science/PaNET/PaNET2012001,emission concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012002,http://purl.org/pan-science/PaNET/PaNET2012002,absorption concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012003,http://purl.org/pan-science/PaNET/PaNET2012003,propagation concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012004,http://purl.org/pan-science/PaNET/PaNET2012004,refraction concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012005,http://purl.org/pan-science/PaNET/PaNET2012005,reflection concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012006,http://purl.org/pan-science/PaNET/PaNET2012006,resonance phenomenon concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012007,http://purl.org/pan-science/PaNET/PaNET2012007,dispersion concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012008,http://purl.org/pan-science/PaNET/PaNET2012008,interferometry concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012009,http://purl.org/pan-science/PaNET/PaNET2012009,force measurement concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
2012010,http://purl.org/pan-science/PaNET/PaNET2012010,nonlinear interaction concept,,,,,owl:Class,process concept,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2013000,http://purl.org/pan-science/PaNET/PaNET2013000,energy concept,,,,,owl:Class,functional dependence concept,,,,,,,,,,,,,,,,
2013001,http://purl.org/pan-science/PaNET/PaNET2013001,momentum transfer concept,,,,,owl:Class,functional dependence concept,,,,,,,,,,,,,,,,
2013002,http://purl.org/pan-science/PaNET/PaNET2013002,polarization concept,,,,,owl:Class,functional dependence concept,,,,,,,,,,,,,,,,
2013003,http://purl.org/pan-science/PaNET/PaNET2013003,position concept,,,,,owl:Class,functional dependence concept,,,,,,,,,,,,,,,,
2013004,http://purl.org/pan-science/PaNET/PaNET2013004,time concept,,,,,owl:Class,functional dependence concept,,,,,,,,,,,,,,,,
2013005,http://purl.org/pan-science/PaNET/PaNET2013005,emission mass concept,,,,,owl:Class,functional dependence concept,,,,,,,,,,,,,,,,
2013006,http://purl.org/pan-science/PaNET/PaNET2013006,sample state concept,,,,,owl:Class,functional dependence concept,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2014000,http://purl.org/pan-science/PaNET/PaNET2014000,obtain atomic structure concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014001,http://purl.org/pan-science/PaNET/PaNET2014001,obtain spatial map concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014002,http://purl.org/pan-science/PaNET/PaNET2014002,obtain electronic ground state properties concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014003,http://purl.org/pan-science/PaNET/PaNET2014003,obtain dynamics concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014004,http://purl.org/pan-science/PaNET/PaNET2014004,therapy concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014005,http://purl.org/pan-science/PaNET/PaNET2014005,drug fragment binding concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014006,http://purl.org/pan-science/PaNET/PaNET2014006,obtain internal field concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014007,http://purl.org/pan-science/PaNET/PaNET2014007,characterize excitations concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014008,http://purl.org/pan-science/PaNET/PaNET2014008,manufacturing concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014009,http://purl.org/pan-science/PaNET/PaNET2014009,testing concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014010,http://purl.org/pan-science/PaNET/PaNET2014010,medical application concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014011,http://purl.org/pan-science/PaNET/PaNET2014011,chiral determination concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
2014012,http://purl.org/pan-science/PaNET/PaNET2014012,magnetism study concept,,,,,owl:Class,purpose concept,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
2020000,http://purl.org/pan-science/PaNET/PaNET2020000,ultrafast probe concept,,,,,owl:Class,pulsed probe concept,,,,,,,,,,,,,,,,
2020001,http://purl.org/pan-science/PaNET/PaNET2020001,nanofocussed probe concept,,,,,owl:Class,microfocussed probe concept,,,,,,,,,,,,,,,,
2020002,http://purl.org/pan-science/PaNET/PaNET2020002,IR photon concept,,,,,owl:Class,photon concept,,,,,,,,,,,,,,,,
2020003,http://purl.org/pan-science/PaNET/PaNET2020003,THz photon concept,,,,,owl:Class,photon concept,,,,,,,,,,,,,,,,
2020004,http://purl.org/pan-science/PaNET/PaNET2020004,UV visible photon concept,,,,,owl:Class,photon concept,,,,,,,,,,,,,,,,
2020005,http://purl.org/pan-science/PaNET/PaNET2020005,visible photon concept,,,,,owl:Class,UV visible photon concept,,,,,,,,,,,,,,,,
2020006,http://purl.org/pan-science/PaNET/PaNET2020006,UV photon concept,,,,,owl:Class,UV visible photon concept,,,,,,,,,,,,,,,,
2020007,http://purl.org/pan-science/PaNET/PaNET2020007,VUV photon concept,,,,,owl:Class,UV photon concept,,,,,,,,,,,,,,,,
2020008,http://purl.org/pan-science/PaNET/PaNET2020008,EUV photon concept,,,,,owl:Class,VUV photon concept,,,,,,,,,,,,,,,,
2020009,http://purl.org/pan-science/PaNET/PaNET2020009,x-ray concept,,,,,owl:Class,photon concept,,,,,,,,,,,,,,,,
2020010,http://purl.org/pan-science/PaNET/PaNET2020010,hard x-ray concept,,,,,owl:Class,x-ray concept,,,,,,,,,,,,,,,,
2020011,http://purl.org/pan-science/PaNET/PaNET2020011,tender x-ray concept,,,,,owl:Class,x-ray concept,,,,,,,,,,,,,,,,
2020012,http://purl.org/pan-science/PaNET/PaNET2020012,soft x-ray concept,,,,,owl:Class,x-ray concept,,,,,,,,,,,,,,,,
2020013,http://purl.org/pan-science/PaNET/PaNET2020013,thermal neutron beam concept,,,,,owl:Class,neutron concept,,,,,,,,,,,,,,,,
2020014,http://purl.org/pan-science/PaNET/PaNET2020014,cold neutron beam concept,,,,,owl:Class,thermal neutron beam concept,,,,,,,,,,,,,,,,
2020015,http://purl.org/pan-science/PaNET/PaNET2020015,monochromatic neutron beam concept,,,,,owl:Class,neutron concept,,,,,,,,,,,,,,,,
2020016,http://purl.org/pan-science/PaNET/PaNET2020016,elastic scattering concept,,,,,owl:Class,scattering concept,,,,,,,,,,,,,,,,
2020017,http://purl.org/pan-science/PaNET/PaNET2020017,diffuse scattering concept,,,,,owl:Class,scattering concept,,,,,,,,,,,,,,,,
2020018,http://purl.org/pan-science/PaNET/PaNET2020018,diffraction concept,,,,,owl:Class,elastic scattering concept,,,,,,,,,,,,,,,,
2020019,http://purl.org/pan-science/PaNET/PaNET2020019,dynamical diffraction concept,,,,,owl:Class,diffraction concept,,,,,,,,,,,,,,,,
2020020,http://purl.org/pan-science/PaNET/PaNET2020020,coherent diffraction concept,,,,,owl:Class,diffraction concept,,,,,,,,,,,,,,,,
2020021,http://purl.org/pan-science/PaNET/PaNET2020021,reference beam concept,,,,,owl:Class,diffraction concept,,,,,,,,,,,,,,,,
2020022,http://purl.org/pan-science/PaNET/PaNET2020022,incoherent scattering concept,,,,,owl:Class,scattering concept,,,,,,,,,,,,,,,,
2020023,http://purl.org/pan-science/PaNET/PaNET2020023,inelastic scattering concept,,,,,owl:Class,incoherent scattering concept,,,,,,,,,,elastic scattering concept,,,,,,
2020024,http://purl.org/pan-science/PaNET/PaNET2020024,quasielastic scattering concept,,,,,owl:Class,inelastic scattering concept,,,,,,,,,,,,,,,,
2020025,http://purl.org/pan-science/PaNET/PaNET2020025,high momentum transfer scattering concept,,,,,owl:Class,scattering concept,,,,,,,,,,,,,,,,
2020026,http://purl.org/pan-science/PaNET/PaNET2020026,low momentum transfer scattering concept,,,,,owl:Class,scattering concept,,,,,,,,,,,,,,,,
2020027,http://purl.org/pan-science/PaNET/PaNET2020027,ultra low momentum transfer scattering concept,,,,,owl:Class,low momentum transfer scattering concept,,,,,,,,,,,,,,,,
2020028,http://purl.org/pan-science/PaNET/PaNET2020028,low surface momentum transfer scattering concept,,,,,owl:Class,scattering concept,,,,,,,,,,,,,,,,
2020029,http://purl.org/pan-science/PaNET/PaNET2020029,coherent emission concept,,,,,owl:Class,emission concept,,,,,,,,,,,,,,,,
2020030,http://purl.org/pan-science/PaNET/PaNET2020030,photon emission concept,,,,,owl:Class,emission concept,,,,,,,,,,,,,,,,
2020031,http://purl.org/pan-science/PaNET/PaNET2020031,visible photon emission concept,,,,,owl:Class,photon emission concept,,,,,,,,,,,,,,,,
2020032,http://purl.org/pan-science/PaNET/PaNET2020032,x-ray emission concept,,,,,owl:Class,photon emission concept,,,,,,,,,,,,,,,,
2020033,http://purl.org/pan-science/PaNET/PaNET2020033,gamma-ray emission concept,,,,,owl:Class,photon emission concept,,,,,,,,,,,,,,,,
2020034,http://purl.org/pan-science/PaNET/PaNET2020034,electron emission concept,,,,,owl:Class,emission concept,,,,,,,,,,,,,,,,
2020035,http://purl.org/pan-science/PaNET/PaNET2020035,ion emission concept,,,,,owl:Class,emission concept,,,,,,,,,,,,,,,,
2020036,http://purl.org/pan-science/PaNET/PaNET2020036,nuclear resonance concept,,,,,owl:Class,resonance phenomenon concept,,,,,,,,,,,,,,,,
2020037,http://purl.org/pan-science/PaNET/PaNET2020037,muon spin resonance concept,,,,,owl:Class,resonance phenomenon concept,,,,,,,,,,,,,,,,
2020038,http://purl.org/pan-science/PaNET/PaNET2020038,spin echo concept,,,,,owl:Class,resonance phenomenon concept,,,,,,,,,,,,,,,,
2020039,http://purl.org/pan-science/PaNET/PaNET2020039,electronic excitation concept,,,,,owl:Class,resonance phenomenon concept,,,,,,,,,,,,,,,,
2020040,http://purl.org/pan-science/PaNET/PaNET2020040,atomic core excitation concept,,,,,owl:Class,electronic excitation concept,,,,,,,,,,,,,,,,
2020041,http://purl.org/pan-science/PaNET/PaNET2020041,photo excitation concept,,,,,owl:Class,electronic excitation concept,,,,,,,,,,,,,,,,
2020042,http://purl.org/pan-science/PaNET/PaNET2020042,incident energy concept,,,,,owl:Class,energy concept,,,,,,,,,,,,,,,,
2020043,http://purl.org/pan-science/PaNET/PaNET2020043,emitted energy concept,,,,,owl:Class,energy concept,,,,,,,,,,,,,,,,
2020044,http://purl.org/pan-science/PaNET/PaNET2020044,emission momentum concept,,,,,owl:Class,emitted energy concept,,,,,,,,,,,,,,,,
2020045,http://purl.org/pan-science/PaNET/PaNET2020045,energy loss concept,,,,,owl:Class,energy concept,,,,,,,,,,,,,,,,
2020046,http://purl.org/pan-science/PaNET/PaNET2020046,emitted polarization concept,,,,,owl:Class,polarization concept,,,,,,,,,,,,,,,,
2020047,http://purl.org/pan-science/PaNET/PaNET2020047,sample temperature concept,,,,,owl:Class,sample state concept,,,,,,,,,,,,,,,,
2020048,http://purl.org/pan-science/PaNET/PaNET2020048,sample pressure concept,,,,,owl:Class,sample state concept,,,,,,,,,,,,,,,,
